ent_station,ext_station,ent_time_period,riders_average_saturday,trip_length
ballston-mu,capitol south,Evening,11.0,9
ballston-mu,cheverly,Evening,3.25,15
ballston-mu,clarendon,Evening,106.5,2
ballston-mu,cleveland park,Evening,7.25,12
ballston-mu,college park university of maryland,Evening,0.75,18
ballston-mu,columbia heights,Evening,18.75,13
ballston-mu,congress heights,Evening,1.5,11
ballston-mu,court house,Evening,65.5,3
ballston-mu,crystal city,Evening,7.25,8
ballston-mu,deanwood,Evening,3.0,14
ballston-mu,dunn loring,Evening,29.75,3
ballston-mu,dupont circle,Evening,29.0,10
ballston-mu,east falls church,Evening,32.25,1
ballston-mu,eastern market,Evening,14.75,10
ballston-mu,eisenhower avenue,Evening,1.0,13
ballston-mu,farragut north,Evening,3.75,9
ballston-mu,farragut west,Evening,104.5,6
ballston-mu,federal center sw,Evening,1.75,8
ballston-mu,federal triangle,Evening,7.5,9
ballston-mu,foggy bottom gwu,Evening,82.75,5
ballston-mu,forest glen,Evening,0.75,18
ballston-mu,fort totten,Evening,13.25,15
ballston-mu,franconia springfield,Evening,14.25,14
ballston-mu,friendship heights,Evening,4.25,15
ballston-mu,gallery place,Evening,21.25,9
ballston-mu,georgia avenue petworth,Evening,4.0,14
ballston-mu,glenmont,Evening,6.0,20
ballston-mu,greenbelt,Evening,2.75,19
ballston-mu,grosvenor strathmore,Evening,1.5,18
ballston-mu,huntington,Evening,10.75,14
ballston-mu,judiciary square,Evening,1.5,10
ballston-mu,king street old town,Evening,10.75,12
ballston-mu,landover,Evening,4.75,16
ballston-mu,largo,Evening,2.75,17
ballston-mu,l'enfant plaza,Evening,7.0,7
ballston-mu,mcpherson square,Evening,65.75,7
ballston-mu,medical center,Evening,0.5,17
ballston-mu,metro center,Evening,68.75,8
ballston-mu,minnesota avenue,Evening,8.75,13
ballston-mu,mount vernon square,Evening,10.75,10
ballston-mu,navy yard ballpark,Evening,16.75,9
ballston-mu,naylor road,Evening,3.75,13
ballston-mu,new carrollton,Evening,6.0,17
ballston-mu,noma gallaudet u,Evening,7.5,12
ballston-mu,pentagon,Evening,1.25,6
ballston-mu,pentagon city,Evening,19.0,7
ballston-mu,potomac avenue,Evening,9.0,11
ballston-mu,hyattsville crossing,Evening,2.0,17
ballston-mu,national airport,Evening,2.5,9
ballston-mu,rhode island avenue,Evening,4.75,13
ballston-mu,rockville,Evening,0.5,21
ballston-mu,rosslyn,Evening,47.5,4
ballston-mu,shady grove,Evening,7.5,22
ballston-mu,shaw howard university,Evening,5.5,11
ballston-mu,silver spring,Evening,9.5,17
ballston-mu,smithsonian,Evening,7.0,8
ballston-mu,southern avenue,Evening,7.0,12
ballston-mu,stadium armory,Evening,4.25,12
ballston-mu,suitland,Evening,10.5,14
ballston-mu,takoma,Evening,1.25,16
ballston-mu,tenleytown au,Evening,3.75,14
ballston-mu,twinbrook,Evening,1.25,20
ballston-mu,u street,Evening,31.75,12
ballston-mu,union station,Evening,16.0,11
ballston-mu,van dorn street,Evening,4.75,13
ballston-mu,van ness udc,Evening,4.0,13
ballston-mu,vienna,Evening,57.5,4
ballston-mu,virginia square gmu,Evening,4.25,1
ballston-mu,waterfront,Evening,3.75,8
ballston-mu,west falls church,Evening,25.0,2
ballston-mu,west hyattsville,Evening,2.25,16
ballston-mu,wheaton,Evening,6.5,19
ballston-mu,north bethesda,Evening,1.25,19
ballston-mu,woodley park,Evening,17.5,11
benning road,addison road,Evening,21.25,2
benning road,anacostia,Evening,11.75,9
benning road,archives,Evening,0.25,7
benning road,ballston-mu,Evening,0.75,13
benning road,benning road,Evening,13.5,0
benning road,braddock road,Evening,1.5,12
benning road,branch avenue,Evening,4.25,14
benning road,brookland cua,Evening,2.25,13
benning road,capitol heights,Evening,6.0,1
benning road,capitol south,Evening,2.5,4
benning road,clarendon,Evening,0.25,11
benning road,cleveland park,Evening,0.25,13
benning road,college park university of maryland,Evening,0.5,17
benning road,columbia heights,Evening,14.75,12
benning road,congress heights,Evening,2.5,10
benning road,court house,Evening,0.75,10
benning road,crystal city,Evening,2.0,9
benning road,deanwood,Evening,2.0,3
benning road,dupont circle,Evening,2.25,11
benning road,eastern market,Evening,6.25,3
benning road,eisenhower avenue,Evening,0.75,14
benning road,farragut north,Evening,0.25,10
benning road,farragut west,Evening,2.25,11
benning road,federal center sw,Evening,1.25,5
benning road,federal triangle,Evening,0.5,8
benning road,foggy bottom gwu,Evening,10.75,10
benning road,fort totten,Evening,12.5,14
benning road,franconia springfield,Evening,2.5,15
benning road,friendship heights,Evening,0.25,16
benning road,gallery place,Evening,20.0,8
benning road,georgia avenue petworth,Evening,7.0,13
benning road,glenmont,Evening,0.75,19
benning road,greenbelt,Evening,1.25,18
benning road,huntington,Evening,2.5,15
benning road,king street old town,Evening,1.25,13
benning road,landover,Evening,2.0,5
benning road,largo,Evening,25.0,4
benning road,l'enfant plaza,Evening,1.0,6
benning road,mcpherson square,Evening,4.25,10
benning road,medical center,Evening,0.25,18
benning road,metro center,Evening,6.5,9
benning road,minnesota avenue,Evening,2.5,2
benning road,morgan boulevard,Evening,3.0,3
benning road,mount vernon square,Evening,3.0,9
benning road,navy yard ballpark,Evening,1.75,8
benning road,naylor road,Evening,6.25,12
benning road,new carrollton,Evening,4.0,6
benning road,noma gallaudet u,Evening,4.25,11
benning road,pentagon,Evening,1.25,7
benning road,pentagon city,Evening,5.25,8
benning road,potomac avenue,Evening,12.5,2
benning road,hyattsville crossing,Evening,1.75,16
benning road,national airport,Evening,0.5,10
benning road,rhode island avenue,Evening,8.0,12
benning road,rosslyn,Evening,1.25,9
benning road,shady grove,Evening,0.75,23
benning road,shaw howard university,Evening,4.0,10
benning road,silver spring,Evening,3.0,16
benning road,smithsonian,Evening,0.75,7
benning road,southern avenue,Evening,8.25,11
benning road,stadium armory,Evening,15.0,1
benning road,suitland,Evening,6.5,13
benning road,takoma,Evening,0.5,15
benning road,tenleytown au,Evening,0.25,15
benning road,u street,Evening,8.75,11
benning road,union station,Evening,2.75,10
benning road,van dorn street,Evening,2.0,14
benning road,van ness udc,Evening,0.5,14
benning road,vienna,Evening,0.5,17
benning road,waterfront,Evening,6.75,7
benning road,west falls church,Evening,0.75,15
benning road,west hyattsville,Evening,0.5,15
benning road,wheaton,Evening,1.0,18
benning road,north bethesda,Evening,0.75,20
benning road,woodley park,Evening,2.0,12
bethesda,addison road,Evening,2.0,19
bethesda,anacostia,Evening,4.75,14
bethesda,ballston-mu,Evening,7.5,16
bethesda,benning road,Evening,0.75,17
bethesda,bethesda,Evening,18.5,0
bethesda,braddock road,Evening,2.75,17
bethesda,branch avenue,Evening,2.25,19
bethesda,brookland cua,Evening,9.75,14
bethesda,capitol heights,Evening,0.5,18
bethesda,capitol south,Evening,3.75,13
bethesda,cheverly,Evening,0.75,19
bethesda,clarendon,Evening,2.25,14
bethesda,cleveland park,Evening,28.25,4
bethesda,college park university of maryland,Evening,2.0,18
bethesda,columbia heights,Evening,9.25,13
bethesda,congress heights,Evening,0.5,15
bethesda,court house,Evening,4.25,13
bethesda,crystal city,Evening,6.25,14
bethesda,deanwood,Evening,1.0,18
bethesda,dunn loring,Evening,0.5,19
bethesda,dupont circle,Evening,195.25,6
bethesda,east falls church,Evening,2.25,17
bethesda,eastern market,Evening,7.75,14
bethesda,eisenhower avenue,Evening,1.0,19
bethesda,farragut north,Evening,46.25,7
bethesda,federal center sw,Evening,1.25,12
bethesda,federal triangle,Evening,1.0,9
bethesda,foggy bottom gwu,Evening,11.25,11
bethesda,forest glen,Evening,0.75,18
bethesda,fort totten,Evening,18.25,15
bethesda,franconia springfield,Evening,2.5,20
bethesda,friendship heights,Evening,58.0,1
bethesda,gallery place,Evening,70.25,9
bethesda,georgia avenue petworth,Evening,3.25,14
bethesda,glenmont,Evening,3.0,20
bethesda,greenbelt,Evening,2.0,19
bethesda,grosvenor strathmore,Evening,60.25,2
bethesda,huntington,Evening,4.75,20
bethesda,judiciary square,Evening,4.5,10
bethesda,king street old town,Evening,5.75,18
bethesda,landover,Evening,3.5,20
bethesda,largo,Evening,1.0,21
bethesda,l'enfant plaza,Evening,2.25,11
bethesda,mcpherson square,Evening,3.75,9
bethesda,medical center,Evening,11.0,1
bethesda,metro center,Evening,29.0,8
bethesda,minnesota avenue,Evening,1.5,17
bethesda,morgan boulevard,Evening,1.0,20
bethesda,mount vernon square,Evening,6.5,10
bethesda,navy yard ballpark,Evening,4.0,13
bethesda,naylor road,Evening,1.5,17
bethesda,new carrollton,Evening,8.75,21
bethesda,noma gallaudet u,Evening,11.0,12
bethesda,pentagon,Evening,3.0,12
bethesda,pentagon city,Evening,7.25,13
bethesda,potomac avenue,Evening,5.0,15
bethesda,hyattsville crossing,Evening,2.25,17
bethesda,national airport,Evening,1.25,15
bethesda,rhode island avenue,Evening,6.5,13
bethesda,rockville,Evening,50.25,5
bethesda,rosslyn,Evening,10.0,12
bethesda,shady grove,Evening,85.25,6
bethesda,shaw howard university,Evening,6.25,11
bethesda,silver spring,Evening,3.0,17
bethesda,smithsonian,Evening,4.0,10
bethesda,southern avenue,Evening,0.75,16
bethesda,stadium armory,Evening,2.25,16
bethesda,suitland,Evening,2.5,18
bethesda,takoma,Evening,2.5,16
bethesda,tenleytown au,Evening,56.0,2
bethesda,twinbrook,Evening,69.5,4
bethesda,u street,Evening,26.25,12
bethesda,union station,Evening,19.25,11
bethesda,van dorn street,Evening,1.5,19
bethesda,van ness udc,Evening,31.5,3
bethesda,vienna,Evening,2.75,20
bethesda,virginia square gmu,Evening,2.0,15
bethesda,waterfront,Evening,3.0,12
bethesda,west falls church,Evening,1.5,18
bethesda,west hyattsville,Evening,3.0,16
bethesda,wheaton,Evening,1.0,19
bethesda,north bethesda,Evening,36.75,3
bethesda,woodley park,Evening,102.25,5
braddock road,addison road,Evening,0.75,14
braddock road,anacostia,Evening,3.75,9
braddock road,archives,Evening,5.25,7
braddock road,ballston-mu,Evening,3.75,11
braddock road,benning road,Evening,1.75,12
braddock road,bethesda,Evening,1.5,17
braddock road,braddock road,Evening,5.0,0
braddock road,branch avenue,Evening,2.25,14
braddock road,brookland cua,Evening,0.5,13
braddock road,capitol heights,Evening,0.25,13
braddock road,capitol south,Evening,1.5,8
braddock road,cheverly,Evening,0.5,14
braddock road,clarendon,Evening,7.0,9
braddock road,cleveland park,Evening,1.25,13
braddock road,columbia heights,Evening,13.25,12
braddock road,congress heights,Evening,5.0,10
braddock road,court house,Evening,0.5,8
braddock road,crystal city,Evening,9.25,3
braddock road,deanwood,Evening,1.0,13
braddock road,dunn loring,Evening,0.5,14
braddock road,dupont circle,Evening,13.25,11
braddock road,east falls church,Evening,0.75,12
braddock road,eastern market,Evening,2.5,9
braddock road,eisenhower avenue,Evening,3.25,2
braddock road,farragut north,Evening,0.75,10
braddock road,farragut west,Evening,9.25,9
braddock road,federal center sw,Evening,0.5,7
braddock road,foggy bottom gwu,Evening,14.75,8
braddock road,forest glen,Evening,0.75,17
braddock road,fort totten,Evening,3.25,14
braddock road,franconia springfield,Evening,10.25,3
braddock road,friendship heights,Evening,0.75,16
braddock road,gallery place,Evening,22.75,8
braddock road,georgia avenue petworth,Evening,2.25,13
braddock road,glenmont,Evening,0.5,19
braddock road,grosvenor strathmore,Evening,0.5,19
braddock road,huntington,Evening,21.0,3
braddock road,king street old town,Evening,9.25,1
braddock road,landover,Evening,1.75,15
braddock road,largo,Evening,1.25,16
braddock road,l'enfant plaza,Evening,6.25,6
braddock road,mcpherson square,Evening,8.25,10
braddock road,metro center,Evening,6.0,9
braddock road,minnesota avenue,Evening,1.5,12
braddock road,mount vernon square,Evening,12.5,9
braddock road,navy yard ballpark,Evening,2.5,8
braddock road,naylor road,Evening,3.75,12
braddock road,new carrollton,Evening,1.5,16
braddock road,noma gallaudet u,Evening,3.5,11
braddock road,pentagon,Evening,1.75,5
braddock road,pentagon city,Evening,9.25,4
braddock road,potomac avenue,Evening,1.75,10
braddock road,hyattsville crossing,Evening,0.25,16
braddock road,national airport,Evening,2.5,2
braddock road,rhode island avenue,Evening,1.5,12
braddock road,rockville,Evening,0.75,22
braddock road,rosslyn,Evening,10.5,7
braddock road,shady grove,Evening,0.75,23
braddock road,shaw howard university,Evening,3.0,10
braddock road,silver spring,Evening,2.0,16
braddock road,smithsonian,Evening,0.5,7
braddock road,southern avenue,Evening,4.0,11
braddock road,stadium armory,Evening,0.5,11
braddock road,suitland,Evening,1.25,13
braddock road,takoma,Evening,0.75,15
braddock road,tenleytown au,Evening,0.5,15
braddock road,u street,Evening,23.5,11
braddock road,union station,Evening,3.25,10
braddock road,van dorn street,Evening,5.0,2
braddock road,van ness udc,Evening,1.75,14
braddock road,vienna,Evening,1.0,15
braddock road,virginia square gmu,Evening,2.5,10
braddock road,waterfront,Evening,0.25,7
braddock road,west falls church,Evening,0.5,13
braddock road,west hyattsville,Evening,0.75,15
braddock road,wheaton,Evening,0.5,18
braddock road,north bethesda,Evening,0.5,20
braddock road,woodley park,Evening,5.75,12
branch avenue,addison road,Evening,1.0,16
branch avenue,anacostia,Evening,14.5,5
branch avenue,archives,Evening,2.75,9
branch avenue,ballston-mu,Evening,0.75,15
branch avenue,benning road,Evening,4.5,14
branch avenue,bethesda,Evening,1.0,19
branch avenue,braddock road,Evening,0.5,14
branch avenue,branch avenue,Evening,6.5,0
branch avenue,brookland cua,Evening,1.25,15
branch avenue,capitol heights,Evening,2.0,15
branch avenue,capitol south,Evening,0.25,10
branch avenue,cheverly,Evening,0.5,16
branch avenue,clarendon,Evening,1.0,13
branch avenue,college park university of maryland,Evening,0.25,19
branch avenue,columbia heights,Evening,12.75,14
branch avenue,congress heights,Evening,4.25,4
branch avenue,court house,Evening,0.25,12
branch avenue,crystal city,Evening,1.25,11
branch avenue,deanwood,Evening,1.5,15
branch avenue,dunn loring,Evening,0.5,18
branch avenue,dupont circle,Evening,4.25,13
branch avenue,east falls church,Evening,1.0,16
branch avenue,eastern market,Evening,1.75,11
branch avenue,eisenhower avenue,Evening,2.75,16
branch avenue,farragut north,Evening,3.25,12
branch avenue,farragut west,Evening,1.5,13
branch avenue,federal triangle,Evening,2.0,10
branch avenue,foggy bottom gwu,Evening,5.5,12
branch avenue,fort totten,Evening,13.0,16
branch avenue,franconia springfield,Evening,1.5,17
branch avenue,friendship heights,Evening,1.5,18
branch avenue,gallery place,Evening,35.0,10
branch avenue,georgia avenue petworth,Evening,6.75,15
branch avenue,glenmont,Evening,2.0,21
branch avenue,greenbelt,Evening,3.25,20
branch avenue,grosvenor strathmore,Evening,0.75,21
branch avenue,huntington,Evening,1.75,17
branch avenue,judiciary square,Evening,0.5,11
branch avenue,king street old town,Evening,1.75,15
branch avenue,landover,Evening,1.25,17
branch avenue,largo,Evening,7.75,18
branch avenue,l'enfant plaza,Evening,1.5,8
branch avenue,mcpherson square,Evening,3.25,12
branch avenue,metro center,Evening,2.5,11
branch avenue,minnesota avenue,Evening,3.5,14
branch avenue,morgan boulevard,Evening,0.5,17
branch avenue,mount vernon square,Evening,7.0,11
branch avenue,navy yard ballpark,Evening,8.5,6
branch avenue,naylor road,Evening,18.25,2
branch avenue,new carrollton,Evening,4.0,18
branch avenue,noma gallaudet u,Evening,3.75,13
branch avenue,pentagon,Evening,3.0,9
branch avenue,pentagon city,Evening,4.0,10
branch avenue,potomac avenue,Evening,0.75,12
branch avenue,hyattsville crossing,Evening,4.25,18
branch avenue,rhode island avenue,Evening,5.0,14
branch avenue,rockville,Evening,3.0,24
branch avenue,rosslyn,Evening,0.5,11
branch avenue,shady grove,Evening,5.0,25
branch avenue,shaw howard university,Evening,7.0,12
branch avenue,silver spring,Evening,3.25,18
branch avenue,southern avenue,Evening,12.25,3
branch avenue,stadium armory,Evening,2.25,13
branch avenue,suitland,Evening,22.5,1
branch avenue,takoma,Evening,2.5,17
branch avenue,tenleytown au,Evening,1.75,17
branch avenue,twinbrook,Evening,1.25,23
branch avenue,u street,Evening,18.75,13
branch avenue,union station,Evening,2.75,12
branch avenue,van dorn street,Evening,1.0,16
branch avenue,van ness udc,Evening,0.5,16
branch avenue,vienna,Evening,1.0,19
branch avenue,waterfront,Evening,3.0,7
branch avenue,west falls church,Evening,0.5,17
branch avenue,west hyattsville,Evening,2.25,17
branch avenue,wheaton,Evening,3.75,20
branch avenue,woodley park,Evening,3.0,14
brookland cua,addison road,Evening,2.25,15
brookland cua,anacostia,Evening,16.0,10
brookland cua,archives,Evening,0.25,6
brookland cua,ballston-mu,Evening,2.75,14
brookland cua,benning road,Evening,4.25,13
brookland cua,bethesda,Evening,2.75,14
brookland cua,braddock road,Evening,1.5,13
brookland cua,branch avenue,Evening,2.0,15
brookland cua,brookland cua,Evening,10.0,0
brookland cua,capitol heights,Evening,2.0,14
brookland cua,capitol south,Evening,0.75,9
brookland cua,cheverly,Evening,0.25,15
brookland cua,clarendon,Evening,1.25,12
brookland cua,cleveland park,Evening,2.5,10
brookland cua,college park university of maryland,Evening,1.25,4
brookland cua,columbia heights,Evening,11.75,3
brookland cua,congress heights,Evening,3.0,11
brookland cua,court house,Evening,1.25,11
brookland cua,crystal city,Evening,5.0,10
brookland cua,deanwood,Evening,0.75,14
brookland cua,dunn loring,Evening,1.25,17
brookland cua,dupont circle,Evening,29.5,8
brookland cua,east falls church,Evening,2.0,15
brookland cua,eastern market,Evening,3.0,10
brookland cua,eisenhower avenue,Evening,0.75,15
brookland cua,farragut north,Evening,16.5,7
brookland cua,farragut west,Evening,0.25,8
brookland cua,federal center sw,Evening,0.25,8
brookland cua,federal triangle,Evening,0.5,7
brookland cua,foggy bottom gwu,Evening,8.75,9
brookland cua,forest glen,Evening,3.0,4
brookland cua,fort totten,Evening,26.5,1
brookland cua,franconia springfield,Evening,1.75,16
brookland cua,friendship heights,Evening,4.25,13
brookland cua,gallery place,Evening,68.0,5
brookland cua,georgia avenue petworth,Evening,5.75,2
brookland cua,glenmont,Evening,6.75,6
brookland cua,greenbelt,Evening,3.75,5
brookland cua,grosvenor strathmore,Evening,1.25,16
brookland cua,huntington,Evening,2.25,16
brookland cua,judiciary square,Evening,3.0,4
brookland cua,king street old town,Evening,2.25,14
