ent_station,ext_station,ent_time_period,riders_average_saturday,trip_length
noma gallaudet u,clarendon,Evening,3.5,10
noma gallaudet u,cleveland park,Evening,5.5,8
noma gallaudet u,college park university of maryland,Evening,2.0,6
noma gallaudet u,columbia heights,Evening,15.0,5
noma gallaudet u,congress heights,Evening,6.75,9
noma gallaudet u,court house,Evening,0.75,9
noma gallaudet u,crystal city,Evening,5.75,8
noma gallaudet u,deanwood,Evening,1.5,12
noma gallaudet u,dunn loring,Evening,1.75,15
noma gallaudet u,dupont circle,Evening,40.75,6
noma gallaudet u,east falls church,Evening,1.5,13
noma gallaudet u,eastern market,Evening,4.0,8
noma gallaudet u,eisenhower avenue,Evening,1.0,13
noma gallaudet u,farragut north,Evening,18.25,5
noma gallaudet u,farragut west,Evening,0.75,6
noma gallaudet u,federal center sw,Evening,0.75,6
noma gallaudet u,federal triangle,Evening,1.25,5
noma gallaudet u,foggy bottom gwu,Evening,11.75,7
noma gallaudet u,forest glen,Evening,1.75,6
noma gallaudet u,fort totten,Evening,30.75,3
noma gallaudet u,franconia springfield,Evening,2.5,14
noma gallaudet u,friendship heights,Evening,5.0,11
noma gallaudet u,gallery place,Evening,56.25,3
noma gallaudet u,georgia avenue petworth,Evening,9.25,4
noma gallaudet u,glenmont,Evening,7.0,8
noma gallaudet u,greenbelt,Evening,1.5,7
noma gallaudet u,grosvenor strathmore,Evening,1.25,14
noma gallaudet u,huntington,Evening,2.25,14
noma gallaudet u,judiciary square,Evening,3.0,2
noma gallaudet u,king street old town,Evening,4.25,12
noma gallaudet u,landover,Evening,2.5,14
noma gallaudet u,largo,Evening,1.75,15
noma gallaudet u,l'enfant plaza,Evening,0.5,5
noma gallaudet u,mcpherson square,Evening,1.75,5
noma gallaudet u,medical center,Evening,0.75,13
noma gallaudet u,metro center,Evening,17.25,4
noma gallaudet u,minnesota avenue,Evening,3.25,11
noma gallaudet u,mount vernon square,Evening,2.25,4
noma gallaudet u,navy yard ballpark,Evening,2.25,7
noma gallaudet u,naylor road,Evening,3.75,11
noma gallaudet u,new carrollton,Evening,4.0,15
noma gallaudet u,noma gallaudet u,Evening,12.75,0
noma gallaudet u,pentagon,Evening,1.0,6
noma gallaudet u,pentagon city,Evening,8.0,7
noma gallaudet u,potomac avenue,Evening,3.75,9
noma gallaudet u,hyattsville crossing,Evening,4.0,5
noma gallaudet u,national airport,Evening,0.25,9
noma gallaudet u,rhode island avenue,Evening,19.0,1
noma gallaudet u,rockville,Evening,0.75,17
noma gallaudet u,rosslyn,Evening,5.0,8
noma gallaudet u,shady grove,Evening,4.75,18
noma gallaudet u,shaw howard university,Evening,2.5,5
noma gallaudet u,silver spring,Evening,28.0,5
noma gallaudet u,smithsonian,Evening,0.75,6
noma gallaudet u,southern avenue,Evening,5.5,10
noma gallaudet u,stadium armory,Evening,4.0,10
noma gallaudet u,suitland,Evening,6.25,12
noma gallaudet u,takoma,Evening,12.5,4
noma gallaudet u,tenleytown au,Evening,4.75,10
noma gallaudet u,twinbrook,Evening,2.75,16
noma gallaudet u,u street,Evening,11.75,6
noma gallaudet u,union station,Evening,15.5,1
noma gallaudet u,van dorn street,Evening,0.5,13
noma gallaudet u,van ness udc,Evening,3.0,9
noma gallaudet u,vienna,Evening,2.75,16
noma gallaudet u,virginia square gmu,Evening,0.75,11
noma gallaudet u,waterfront,Evening,2.75,6
noma gallaudet u,west falls church,Evening,2.25,14
noma gallaudet u,west hyattsville,Evening,2.25,4
noma gallaudet u,wheaton,Evening,6.75,7
noma gallaudet u,north bethesda,Evening,4.0,15
noma gallaudet u,woodley park,Evening,13.5,7
pentagon,addison road,Evening,2.25,9
pentagon,anacostia,Evening,4.0,4
pentagon,archives,Evening,2.25,2
pentagon,arlington cemetery,Evening,2.25,1
pentagon,ballston-mu,Evening,1.5,6
pentagon,benning road,Evening,1.75,7
pentagon,bethesda,Evening,1.75,12
pentagon,braddock road,Evening,2.25,5
pentagon,branch avenue,Evening,2.0,9
pentagon,brookland cua,Evening,1.25,8
pentagon,capitol heights,Evening,0.5,8
pentagon,capitol south,Evening,1.75,3
pentagon,cheverly,Evening,0.25,9
pentagon,clarendon,Evening,2.75,4
pentagon,columbia heights,Evening,14.0,7
pentagon,congress heights,Evening,1.0,5
pentagon,court house,Evening,3.25,3
pentagon,crystal city,Evening,8.5,2
pentagon,deanwood,Evening,1.0,8
pentagon,dunn loring,Evening,1.0,9
pentagon,dupont circle,Evening,10.5,6
pentagon,eastern market,Evening,2.25,4
pentagon,eisenhower avenue,Evening,2.75,7
pentagon,farragut north,Evening,1.5,5
pentagon,farragut west,Evening,6.75,4
pentagon,federal triangle,Evening,1.75,3
pentagon,foggy bottom gwu,Evening,11.25,3
pentagon,forest glen,Evening,0.25,12
pentagon,fort totten,Evening,8.0,9
pentagon,franconia springfield,Evening,6.25,8
pentagon,friendship heights,Evening,1.0,11
pentagon,gallery place,Evening,19.75,3
pentagon,georgia avenue petworth,Evening,5.5,8
pentagon,glenmont,Evening,2.25,14
pentagon,greenbelt,Evening,0.5,13
pentagon,grosvenor strathmore,Evening,0.75,14
pentagon,huntington,Evening,10.75,8
pentagon,king street old town,Evening,9.25,6
pentagon,landover,Evening,0.75,10
pentagon,largo,Evening,0.75,11
pentagon,l'enfant plaza,Evening,5.5,1
pentagon,mcpherson square,Evening,6.0,5
pentagon,medical center,Evening,0.75,13
pentagon,metro center,Evening,9.5,4
pentagon,minnesota avenue,Evening,5.0,7
pentagon,morgan boulevard,Evening,1.25,10
pentagon,mount vernon square,Evening,4.5,4
pentagon,navy yard ballpark,Evening,2.75,3
pentagon,naylor road,Evening,3.0,7
pentagon,new carrollton,Evening,2.0,11
pentagon,noma gallaudet u,Evening,1.5,6
pentagon,pentagon,Evening,2.0,0
pentagon,pentagon city,Evening,15.0,1
pentagon,potomac avenue,Evening,2.0,5
pentagon,hyattsville crossing,Evening,0.5,11
pentagon,national airport,Evening,5.25,3
pentagon,rhode island avenue,Evening,3.5,7
pentagon,rockville,Evening,0.5,17
pentagon,rosslyn,Evening,12.75,2
pentagon,shady grove,Evening,1.25,18
pentagon,shaw howard university,Evening,3.25,5
pentagon,silver spring,Evening,7.25,11
pentagon,smithsonian,Evening,5.0,2
pentagon,southern avenue,Evening,6.0,6
pentagon,stadium armory,Evening,1.0,6
pentagon,suitland,Evening,4.0,8
pentagon,takoma,Evening,1.75,10
pentagon,tenleytown au,Evening,1.75,10
pentagon,twinbrook,Evening,0.75,16
pentagon,u street,Evening,14.0,6
pentagon,union station,Evening,5.5,5
pentagon,van dorn street,Evening,3.25,7
pentagon,van ness udc,Evening,1.0,9
pentagon,vienna,Evening,4.5,10
pentagon,waterfront,Evening,1.25,2
pentagon,west falls church,Evening,1.75,8
pentagon,west hyattsville,Evening,1.0,10
pentagon,wheaton,Evening,0.75,13
pentagon,woodley park,Evening,3.75,7
pentagon city,addison road,Evening,29.5,10
pentagon city,anacostia,Evening,45.0,5
pentagon city,archives,Evening,24.5,3
pentagon city,arlington cemetery,Evening,3.25,2
pentagon city,ballston-mu,Evening,34.75,7
pentagon city,benning road,Evening,32.25,8
pentagon city,bethesda,Evening,6.0,13
pentagon city,braddock road,Evening,35.0,4
pentagon city,branch avenue,Evening,45.75,10
pentagon city,brookland cua,Evening,18.5,9
pentagon city,capitol heights,Evening,16.75,9
pentagon city,capitol south,Evening,12.25,4
pentagon city,cheverly,Evening,5.0,10
pentagon city,clarendon,Evening,22.75,5
pentagon city,cleveland park,Evening,9.5,9
pentagon city,college park university of maryland,Evening,9.25,13
pentagon city,columbia heights,Evening,93.5,8
pentagon city,congress heights,Evening,17.75,6
pentagon city,court house,Evening,23.0,4
pentagon city,crystal city,Evening,102.25,1
pentagon city,deanwood,Evening,9.0,9
pentagon city,dunn loring,Evening,9.75,10
pentagon city,dupont circle,Evening,86.75,7
pentagon city,east falls church,Evening,11.0,8
pentagon city,eastern market,Evening,32.5,5
pentagon city,eisenhower avenue,Evening,30.5,6
pentagon city,farragut north,Evening,16.0,6
pentagon city,farragut west,Evening,61.0,5
pentagon city,federal center sw,Evening,7.75,3
pentagon city,federal triangle,Evening,4.75,4
pentagon city,foggy bottom gwu,Evening,157.0,4
pentagon city,forest glen,Evening,3.25,13
pentagon city,fort totten,Evening,56.75,10
pentagon city,franconia springfield,Evening,55.5,7
pentagon city,friendship heights,Evening,10.75,12
pentagon city,gallery place,Evening,160.25,4
pentagon city,georgia avenue petworth,Evening,28.25,9
pentagon city,glenmont,Evening,11.0,15
pentagon city,greenbelt,Evening,10.25,14
pentagon city,grosvenor strathmore,Evening,3.5,15
pentagon city,huntington,Evening,95.25,7
pentagon city,judiciary square,Evening,4.25,5
pentagon city,king street old town,Evening,76.75,5
pentagon city,landover,Evening,10.0,11
pentagon city,largo,Evening,32.5,12
pentagon city,l'enfant plaza,Evening,39.75,2
pentagon city,mcpherson square,Evening,55.75,6
pentagon city,medical center,Evening,0.75,14
pentagon city,metro center,Evening,58.0,5
pentagon city,minnesota avenue,Evening,13.0,8
pentagon city,morgan boulevard,Evening,7.0,11
pentagon city,mount vernon square,Evening,67.0,5
pentagon city,navy yard ballpark,Evening,19.25,4
pentagon city,naylor road,Evening,25.5,8
pentagon city,new carrollton,Evening,30.0,12
pentagon city,noma gallaudet u,Evening,16.75,7
pentagon city,pentagon,Evening,30.25,1
pentagon city,pentagon city,Evening,31.25,0
pentagon city,potomac avenue,Evening,24.5,6
pentagon city,hyattsville crossing,Evening,11.0,12
pentagon city,national airport,Evening,17.25,2
pentagon city,rhode island avenue,Evening,16.75,8
pentagon city,rockville,Evening,5.0,18
pentagon city,rosslyn,Evening,117.0,3
pentagon city,shady grove,Evening,17.5,19
pentagon city,shaw howard university,Evening,38.75,6
pentagon city,silver spring,Evening,36.25,12
pentagon city,smithsonian,Evening,18.75,3
pentagon city,southern avenue,Evening,49.5,7
pentagon city,stadium armory,Evening,15.75,7
pentagon city,suitland,Evening,49.25,9
pentagon city,takoma,Evening,13.75,11
pentagon city,tenleytown au,Evening,13.0,11
pentagon city,twinbrook,Evening,2.5,17
pentagon city,u street,Evening,110.75,7
pentagon city,union station,Evening,33.0,6
pentagon city,van dorn street,Evening,34.25,6
pentagon city,van ness udc,Evening,11.25,10
pentagon city,vienna,Evening,17.75,11
pentagon city,virginia square gmu,Evening,7.5,6
pentagon city,waterfront,Evening,24.0,3
pentagon city,west falls church,Evening,9.25,9
pentagon city,west hyattsville,Evening,9.0,11
pentagon city,wheaton,Evening,6.0,14
pentagon city,north bethesda,Evening,2.75,16
pentagon city,woodley park,Evening,33.5,8
potomac avenue,addison road,Evening,9.75,4
potomac avenue,anacostia,Evening,3.0,7
potomac avenue,archives,Evening,2.25,5
potomac avenue,ballston-mu,Evening,6.0,11
potomac avenue,benning road,Evening,13.75,2
potomac avenue,bethesda,Evening,2.25,15
potomac avenue,braddock road,Evening,2.75,10
potomac avenue,branch avenue,Evening,3.25,12
potomac avenue,brookland cua,Evening,3.25,11
potomac avenue,capitol heights,Evening,10.75,3
potomac avenue,capitol south,Evening,4.75,2
potomac avenue,cheverly,Evening,1.5,4
potomac avenue,clarendon,Evening,7.5,9
potomac avenue,cleveland park,Evening,1.0,11
potomac avenue,college park university of maryland,Evening,2.0,15
potomac avenue,columbia heights,Evening,20.0,10
potomac avenue,congress heights,Evening,1.75,8
potomac avenue,court house,Evening,3.25,8
potomac avenue,crystal city,Evening,5.75,7
potomac avenue,deanwood,Evening,3.75,3
potomac avenue,dunn loring,Evening,2.5,14
potomac avenue,dupont circle,Evening,15.0,9
potomac avenue,east falls church,Evening,4.0,12
potomac avenue,eastern market,Evening,5.25,1
potomac avenue,eisenhower avenue,Evening,3.25,12
potomac avenue,farragut north,Evening,1.0,8
potomac avenue,farragut west,Evening,9.25,9
potomac avenue,federal center sw,Evening,0.5,3
potomac avenue,federal triangle,Evening,2.0,6
potomac avenue,foggy bottom gwu,Evening,15.5,8
potomac avenue,forest glen,Evening,0.75,15
potomac avenue,fort totten,Evening,9.75,12
potomac avenue,franconia springfield,Evening,11.25,13
potomac avenue,friendship heights,Evening,0.75,14
potomac avenue,gallery place,Evening,22.5,6
potomac avenue,georgia avenue petworth,Evening,6.25,11
potomac avenue,glenmont,Evening,3.25,17
potomac avenue,greenbelt,Evening,1.25,16
potomac avenue,grosvenor strathmore,Evening,1.25,17
potomac avenue,huntington,Evening,2.75,13
potomac avenue,king street old town,Evening,2.75,11
potomac avenue,landover,Evening,6.5,5
potomac avenue,largo,Evening,8.75,6
potomac avenue,l'enfant plaza,Evening,1.0,4
potomac avenue,mcpherson square,Evening,13.25,8
potomac avenue,medical center,Evening,0.25,16
potomac avenue,metro center,Evening,22.5,7
potomac avenue,minnesota avenue,Evening,13.25,2
potomac avenue,morgan boulevard,Evening,2.0,5
potomac avenue,mount vernon square,Evening,7.0,7
potomac avenue,navy yard ballpark,Evening,4.0,6
potomac avenue,naylor road,Evening,1.5,10
potomac avenue,new carrollton,Evening,14.0,6
potomac avenue,noma gallaudet u,Evening,4.75,9
potomac avenue,pentagon,Evening,4.75,5
potomac avenue,pentagon city,Evening,11.0,6
potomac avenue,potomac avenue,Evening,21.75,0
potomac avenue,hyattsville crossing,Evening,1.0,14
potomac avenue,national airport,Evening,2.0,8
potomac avenue,rhode island avenue,Evening,6.75,10
potomac avenue,rockville,Evening,1.0,20
potomac avenue,rosslyn,Evening,8.25,7
potomac avenue,shady grove,Evening,6.75,21
potomac avenue,shaw howard university,Evening,4.75,8
potomac avenue,silver spring,Evening,8.75,14
potomac avenue,smithsonian,Evening,3.25,5
potomac avenue,southern avenue,Evening,1.5,9
potomac avenue,stadium armory,Evening,12.25,1
potomac avenue,suitland,Evening,1.75,11
potomac avenue,takoma,Evening,3.25,13
potomac avenue,tenleytown au,Evening,1.25,13
potomac avenue,twinbrook,Evening,0.25,19
potomac avenue,u street,Evening,21.25,9
potomac avenue,union station,Evening,5.25,8
potomac avenue,van dorn street,Evening,2.75,12
potomac avenue,van ness udc,Evening,0.75,12
potomac avenue,vienna,Evening,9.25,15
potomac avenue,virginia square gmu,Evening,0.25,10
potomac avenue,waterfront,Evening,2.5,5
potomac avenue,west falls church,Evening,1.5,13
potomac avenue,wheaton,Evening,1.5,16
potomac avenue,north bethesda,Evening,1.5,18
potomac avenue,woodley park,Evening,2.75,10
hyattsville crossing,addison road,Evening,5.25,18
hyattsville crossing,anacostia,Evening,29.0,13
hyattsville crossing,archives,Evening,2.0,9
hyattsville crossing,ballston-mu,Evening,0.5,17
hyattsville crossing,benning road,Evening,10.5,16
hyattsville crossing,bethesda,Evening,1.25,17
hyattsville crossing,braddock road,Evening,0.5,16
hyattsville crossing,branch avenue,Evening,6.0,18
hyattsville crossing,brookland cua,Evening,6.25,3
hyattsville crossing,capitol heights,Evening,5.75,17
hyattsville crossing,capitol south,Evening,0.25,12
hyattsville crossing,cheverly,Evening,1.5,18
hyattsville crossing,college park university of maryland,Evening,14.75,1
hyattsville crossing,columbia heights,Evening,34.75,4
hyattsville crossing,congress heights,Evening,4.75,14
hyattsville crossing,court house,Evening,0.25,14
hyattsville crossing,crystal city,Evening,0.75,13
hyattsville crossing,deanwood,Evening,3.0,17
hyattsville crossing,dunn loring,Evening,0.25,20
hyattsville crossing,dupont circle,Evening,6.25,11
hyattsville crossing,east falls church,Evening,0.25,18
hyattsville crossing,eastern market,Evening,1.75,13
hyattsville crossing,eisenhower avenue,Evening,0.5,18
hyattsville crossing,farragut north,Evening,2.75,10
hyattsville crossing,farragut west,Evening,1.0,11
hyattsville crossing,federal triangle,Evening,0.5,10
hyattsville crossing,foggy bottom gwu,Evening,2.25,12
hyattsville crossing,forest glen,Evening,0.25,5
hyattsville crossing,fort totten,Evening,33.0,2
hyattsville crossing,franconia springfield,Evening,1.75,19
hyattsville crossing,friendship heights,Evening,0.25,16
hyattsville crossing,gallery place,Evening,22.75,8
hyattsville crossing,georgia avenue petworth,Evening,27.0,3
hyattsville crossing,glenmont,Evening,6.5,7
hyattsville crossing,greenbelt,Evening,22.0,2
hyattsville crossing,huntington,Evening,1.5,19
hyattsville crossing,judiciary square,Evening,0.75,7
hyattsville crossing,king street old town,Evening,1.25,17
hyattsville crossing,landover,Evening,5.5,19
hyattsville crossing,largo,Evening,3.75,20
hyattsville crossing,l'enfant plaza,Evening,1.0,10
hyattsville crossing,mcpherson square,Evening,1.25,10
hyattsville crossing,metro center,Evening,2.5,9
hyattsville crossing,minnesota avenue,Evening,5.75,16
hyattsville crossing,morgan boulevard,Evening,2.5,19
hyattsville crossing,mount vernon square,Evening,8.75,7
hyattsville crossing,navy yard ballpark,Evening,3.25,12
hyattsville crossing,naylor road,Evening,6.75,16
hyattsville crossing,new carrollton,Evening,2.5,20
hyattsville crossing,noma gallaudet u,Evening,5.0,5
hyattsville crossing,pentagon,Evening,1.0,11
hyattsville crossing,pentagon city,Evening,1.75,12
hyattsville crossing,potomac avenue,Evening,3.75,14
hyattsville crossing,hyattsville crossing,Evening,10.25,0
hyattsville crossing,national airport,Evening,1.0,14
hyattsville crossing,rhode island avenue,Evening,13.0,4
hyattsville crossing,rockville,Evening,0.5,22
hyattsville crossing,rosslyn,Evening,0.5,13
hyattsville crossing,shady grove,Evening,1.75,23
hyattsville crossing,shaw howard university,Evening,8.5,6
hyattsville crossing,silver spring,Evening,7.0,4
hyattsville crossing,smithsonian,Evening,3.25,11
hyattsville crossing,southern avenue,Evening,11.75,15
hyattsville crossing,stadium armory,Evening,2.5,15
hyattsville crossing,suitland,Evening,11.25,17
hyattsville crossing,takoma,Evening,4.25,3
hyattsville crossing,tenleytown au,Evening,0.5,15
hyattsville crossing,u street,Evening,26.5,5
hyattsville crossing,union station,Evening,4.0,6
hyattsville crossing,van dorn street,Evening,0.75,18
hyattsville crossing,waterfront,Evening,4.25,11
hyattsville crossing,west hyattsville,Evening,39.25,1
hyattsville crossing,wheaton,Evening,1.25,6
hyattsville crossing,north bethesda,Evening,0.5,20
hyattsville crossing,woodley park,Evening,2.25,12
national airport,addison road,Evening,3.25,12
national airport,anacostia,Evening,9.0,7
national airport,archives,Evening,8.25,5
national airport,arlington cemetery,Evening,0.5,4
national airport,ballston-mu,Evening,8.75,9
national airport,benning road,Evening,2.0,10
national airport,bethesda,Evening,10.25,15
national airport,braddock road,Evening,23.75,2
national airport,branch avenue,Evening,7.0,12
national airport,brookland cua,Evening,3.75,11
national airport,capitol heights,Evening,1.0,11
national airport,capitol south,Evening,3.5,6
national airport,cheverly,Evening,1.0,12
national airport,clarendon,Evening,3.5,7
national airport,cleveland park,Evening,5.0,11
national airport,college park university of maryland,Evening,4.75,15
national airport,columbia heights,Evening,45.75,10
national airport,congress heights,Evening,0.75,8
national airport,court house,Evening,7.5,6
national airport,crystal city,Evening,36.75,1
national airport,deanwood,Evening,2.25,11
national airport,dunn loring,Evening,5.5,12
national airport,dupont circle,Evening,18.25,9
national airport,east falls church,Evening,3.75,10
national airport,eastern market,Evening,4.75,7
national airport,eisenhower avenue,Evening,10.25,4
national airport,farragut north,Evening,1.0,8
national airport,farragut west,Evening,12.0,7
national airport,federal center sw,Evening,1.5,5
national airport,federal triangle,Evening,0.75,6
national airport,foggy bottom gwu,Evening,38.75,6
national airport,forest glen,Evening,5.75,15
national airport,fort totten,Evening,28.75,12
national airport,franconia springfield,Evening,37.5,5
national airport,friendship heights,Evening,4.25,14
national airport,gallery place,Evening,31.75,6
national airport,georgia avenue petworth,Evening,11.75,11
national airport,glenmont,Evening,11.5,17
national airport,greenbelt,Evening,2.75,16
national airport,grosvenor strathmore,Evening,6.75,17
national airport,huntington,Evening,37.0,5
national airport,judiciary square,Evening,1.0,7
national airport,king street old town,Evening,39.5,3
national airport,landover,Evening,0.75,13
national airport,largo,Evening,5.75,14
national airport,l'enfant plaza,Evening,12.75,4
national airport,mcpherson square,Evening,21.25,8
national airport,medical center,Evening,2.0,16
national airport,metro center,Evening,16.25,7
national airport,minnesota avenue,Evening,3.0,10
national airport,morgan boulevard,Evening,1.0,13
national airport,mount vernon square,Evening,17.5,7
national airport,navy yard ballpark,Evening,6.25,6
national airport,naylor road,Evening,4.75,10
national airport,new carrollton,Evening,10.25,14
national airport,noma gallaudet u,Evening,5.0,9
national airport,pentagon,Evening,10.25,3
national airport,pentagon city,Evening,38.5,2
national airport,potomac avenue,Evening,5.75,8
national airport,hyattsville crossing,Evening,3.0,14
national airport,national airport,Evening,7.75,0
national airport,rhode island avenue,Evening,4.5,10
national airport,rockville,Evening,5.25,20
national airport,rosslyn,Evening,24.5,5
national airport,shady grove,Evening,18.0,21
national airport,shaw howard university,Evening,8.0,8
national airport,silver spring,Evening,22.25,14
national airport,smithsonian,Evening,1.5,5
national airport,southern avenue,Evening,5.75,9
national airport,stadium armory,Evening,6.0,9
national airport,suitland,Evening,12.0,11
national airport,takoma,Evening,8.75,13
national airport,tenleytown au,Evening,13.0,13
national airport,twinbrook,Evening,5.75,19
national airport,u street,Evening,17.0,9
national airport,union station,Evening,15.0,8
national airport,van dorn street,Evening,28.0,4
national airport,van ness udc,Evening,5.75,12
national airport,vienna,Evening,10.25,13
national airport,virginia square gmu,Evening,8.25,8
national airport,waterfront,Evening,3.75,5
national airport,west falls church,Evening,5.75,11
national airport,west hyattsville,Evening,2.75,13
national airport,wheaton,Evening,4.25,16
national airport,north bethesda,Evening,5.0,18
national airport,woodley park,Evening,12.0,10
rhode island avenue,addison road,Evening,6.25,14
rhode island avenue,anacostia,Evening,22.25,9
rhode island avenue,archives,Evening,0.25,5
rhode island avenue,ballston-mu,Evening,2.25,13
rhode island avenue,benning road,Evening,7.0,12
rhode island avenue,bethesda,Evening,1.5,13
rhode island avenue,braddock road,Evening,1.0,12
rhode island avenue,branch avenue,Evening,4.25,14
rhode island avenue,brookland cua,Evening,9.25,1
rhode island avenue,capitol heights,Evening,4.0,13
rhode island avenue,capitol south,Evening,0.5,8
rhode island avenue,cheverly,Evening,0.25,14
rhode island avenue,clarendon,Evening,1.0,11
rhode island avenue,cleveland park,Evening,1.25,9
rhode island avenue,college park university of maryland,Evening,1.0,5
rhode island avenue,columbia heights,Evening,24.5,4
rhode island avenue,congress heights,Evening,8.25,10
rhode island avenue,court house,Evening,0.75,10
rhode island avenue,crystal city,Evening,0.75,9
rhode island avenue,deanwood,Evening,2.75,13
rhode island avenue,dunn loring,Evening,0.25,16
rhode island avenue,dupont circle,Evening,19.5,7
rhode island avenue,east falls church,Evening,0.5,14
rhode island avenue,eastern market,Evening,2.0,9
rhode island avenue,eisenhower avenue,Evening,0.5,14
rhode island avenue,farragut north,Evening,12.5,6
rhode island avenue,farragut west,Evening,0.25,7
rhode island avenue,federal center sw,Evening,0.75,7
rhode island avenue,federal triangle,Evening,0.25,6
rhode island avenue,foggy bottom gwu,Evening,5.0,8
rhode island avenue,forest glen,Evening,1.75,5
rhode island avenue,fort totten,Evening,50.5,2
rhode island avenue,franconia springfield,Evening,1.5,15
rhode island avenue,friendship heights,Evening,3.75,12
rhode island avenue,gallery place,Evening,39.75,4
rhode island avenue,georgia avenue petworth,Evening,14.25,3
rhode island avenue,glenmont,Evening,10.75,7
rhode island avenue,greenbelt,Evening,5.5,6
rhode island avenue,grosvenor strathmore,Evening,1.0,15
rhode island avenue,huntington,Evening,3.25,15
rhode island avenue,judiciary square,Evening,2.25,3
rhode island avenue,king street old town,Evening,0.75,13
rhode island avenue,landover,Evening,2.75,15
rhode island avenue,largo,Evening,4.0,16
rhode island avenue,l'enfant plaza,Evening,0.5,6
rhode island avenue,mcpherson square,Evening,0.5,6
rhode island avenue,metro center,Evening,8.5,5
rhode island avenue,minnesota avenue,Evening,7.25,12
rhode island avenue,morgan boulevard,Evening,0.5,15
rhode island avenue,mount vernon square,Evening,3.25,5
rhode island avenue,navy yard ballpark,Evening,2.75,8
rhode island avenue,naylor road,Evening,7.25,12
rhode island avenue,new carrollton,Evening,4.0,16
rhode island avenue,noma gallaudet u,Evening,22.0,1
rhode island avenue,pentagon,Evening,4.0,7
rhode island avenue,pentagon city,Evening,2.0,8
rhode island avenue,potomac avenue,Evening,4.25,10
rhode island avenue,hyattsville crossing,Evening,5.25,4
rhode island avenue,national airport,Evening,0.75,10
rhode island avenue,rhode island avenue,Evening,15.5,0
rhode island avenue,rockville,Evening,1.75,18
rhode island avenue,rosslyn,Evening,1.25,9
rhode island avenue,shady grove,Evening,4.5,19
rhode island avenue,shaw howard university,Evening,3.75,6
rhode island avenue,silver spring,Evening,29.75,4
rhode island avenue,smithsonian,Evening,0.5,7
rhode island avenue,southern avenue,Evening,13.5,11
rhode island avenue,stadium armory,Evening,1.5,11
rhode island avenue,suitland,Evening,10.5,13
rhode island avenue,takoma,Evening,12.75,3
rhode island avenue,tenleytown au,Evening,2.75,11
rhode island avenue,twinbrook,Evening,1.25,17
rhode island avenue,u street,Evening,12.0,5
rhode island avenue,union station,Evening,18.75,2
rhode island avenue,van dorn street,Evening,0.25,14
rhode island avenue,van ness udc,Evening,1.0,10
rhode island avenue,vienna,Evening,0.75,17
rhode island avenue,waterfront,Evening,3.75,7
rhode island avenue,west falls church,Evening,0.5,15
rhode island avenue,west hyattsville,Evening,5.25,3
rhode island avenue,wheaton,Evening,12.5,6
rhode island avenue,north bethesda,Evening,1.5,16
rhode island avenue,woodley park,Evening,6.0,8
rockville,addison road,Evening,1.25,24
rockville,anacostia,Evening,2.0,19
rockville,ballston-mu,Evening,1.25,21
rockville,benning road,Evening,0.25,22
rockville,bethesda,Evening,40.25,5
rockville,branch avenue,Evening,1.25,24
rockville,brookland cua,Evening,1.75,19
rockville,capitol heights,Evening,0.75,23
rockville,clarendon,Evening,1.0,19
rockville,cleveland park,Evening,4.75,9
rockville,college park university of maryland,Evening,0.5,23
rockville,columbia heights,Evening,1.0,18
rockville,congress heights,Evening,1.0,20
rockville,court house,Evening,0.75,18
rockville,crystal city,Evening,0.75,19
rockville,deanwood,Evening,0.5,23
rockville,dunn loring,Evening,1.5,24
rockville,dupont circle,Evening,44.75,11
rockville,east falls church,Evening,1.25,22
rockville,eastern market,Evening,1.0,19
rockville,farragut north,Evening,12.0,12
rockville,farragut west,Evening,0.25,15
rockville,federal center sw,Evening,0.25,17
rockville,foggy bottom gwu,Evening,1.0,16
rockville,forest glen,Evening,0.25,23
rockville,fort totten,Evening,5.25,20
rockville,franconia springfield,Evening,1.75,25
rockville,friendship heights,Evening,13.0,6
rockville,gallery place,Evening,22.5,14
rockville,georgia avenue petworth,Evening,0.75,19
rockville,glenmont,Evening,2.0,25
rockville,greenbelt,Evening,1.0,24
rockville,grosvenor strathmore,Evening,16.0,3
rockville,huntington,Evening,2.25,25
rockville,judiciary square,Evening,1.0,15
rockville,landover,Evening,0.75,25
rockville,largo,Evening,2.5,26
rockville,l'enfant plaza,Evening,0.25,16
rockville,mcpherson square,Evening,1.25,14
rockville,medical center,Evening,3.75,4
rockville,metro center,Evening,6.25,13
rockville,minnesota avenue,Evening,1.0,22
rockville,morgan boulevard,Evening,0.25,25
rockville,mount vernon square,Evening,3.25,15
rockville,navy yard ballpark,Evening,0.5,18
rockville,naylor road,Evening,1.75,22
rockville,new carrollton,Evening,2.25,26
rockville,noma gallaudet u,Evening,7.75,17
rockville,pentagon,Evening,2.75,17
rockville,pentagon city,Evening,2.0,18
rockville,potomac avenue,Evening,0.25,20
rockville,hyattsville crossing,Evening,0.5,22
rockville,national airport,Evening,0.75,20
rockville,rhode island avenue,Evening,1.75,18
rockville,rockville,Evening,15.25,0
rockville,rosslyn,Evening,1.75,17
rockville,shady grove,Evening,58.5,1
rockville,shaw howard university,Evening,1.75,16
rockville,silver spring,Evening,3.25,22
rockville,smithsonian,Evening,0.75,15
rockville,southern avenue,Evening,2.75,21
rockville,stadium armory,Evening,0.5,21
